segment,churn_probability,risk_level,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Relationship_Count
High Value Spenders,0.03973047,Low Risk,7842,61,0.054,2
High Value Spenders,0.045271493,Low Risk,14280,102,0.145,1
High Value Spenders,0.036137044,Low Risk,13849,128,0.101,1
Low Engagement Users,0.22895968,High Risk,7720,67,0.08,5
High Value Spenders,0.0279112,Low Risk,9192,77,0.0,2
High Value Spenders,0.01616614,Low Risk,8454,69,0.0,5
Low Engagement Users,0.0058681113,Low Risk,5107,53,0.0,2
High Value Spenders,0.013475995,Low Risk,13289,121,0.49,1
High Value Spenders,0.4924223,High Risk,8918,87,0.177,2
High Value Spenders,0.059898667,Low Risk,8102,66,0.593,2
High Value Spenders,0.053230952,Low Risk,15225,108,0.184,2
High Value Spenders,0.071575865,Medium Risk,15190,115,0.071,2
High Value Spenders,0.054760125,Low Risk,14215,109,0.107,2
High Value Spenders,0.046399627,Low Risk,13930,96,0.068,2
High Value Spenders,0.081974424,Medium Risk,16208,129,0.422,2
High Value Spenders,0.07157753,Medium Risk,8165,87,0.052,2
High Value Spenders,0.014292778,Low Risk,14551,105,0.0,2
High Value Spenders,0.04347093,Low Risk,8753,76,0.0,2
High Value Spenders,0.036794603,Low Risk,15034,111,0.025,2
High Value Spenders,0.019088076,Low Risk,14436,123,0.0,2
High Value Spenders,0.042486135,Low Risk,12878,104,0.039,2
High Value Spenders,0.03417531,Low Risk,15615,125,0.079,2
High Value Spenders,0.0142585505,Low Risk,15514,123,0.0,1
High Value Spenders,0.022016196,Low Risk,14545,116,0.317,2
High Value Spenders,0.06343239,Low Risk,15710,122,0.487,1
High Value Spenders,0.07279134,Medium Risk,13939,138,0.143,1
High Value Spenders,0.04284817,Low Risk,14892,113,0.036,2
High Value Spenders,0.06211434,Low Risk,15785,100,0.04,1
High Value Spenders,0.04009204,Low Risk,14994,121,0.053,2
High Value Spenders,0.050638177,Low Risk,15281,100,0.088,2
High Value Spenders,0.04634046,Low Risk,15497,92,0.403,1
High Value Spenders,0.054687213,Low Risk,15574,115,0.54,2
High Value Spenders,0.04296999,Low Risk,15215,121,0.611,2
High Value Spenders,0.059755705,Low Risk,16493,122,0.109,2
High Value Spenders,0.045550246,Low Risk,15211,129,0.14,1
High Value Spenders,0.049299084,Low Risk,13614,104,0.163,2
High Value Spenders,0.024095587,Low Risk,8463,62,0.0,4
High Value Spenders,0.0681867,Medium Risk,14161,105,0.48,1
High Value Spenders,0.0155104995,Low Risk,8202,69,0.0,2
High Value Spenders,0.04284817,Low Risk,16101,127,0.108,2
High Value Spenders,0.026644437,Low Risk,17634,120,0.248,1
High Value Spenders,0.18376534,High Risk,8480,71,0.0,5
High Value Spenders,0.048482805,Low Risk,16732,116,0.074,2
High Value Spenders,0.06918287,Medium Risk,13345,106,0.414,1
High Value Spenders,0.06467058,Low Risk,14230,105,0.737,2
High Value Spenders,0.013793724,Low Risk,13784,108,0.0,2
High Value Spenders,0.06452301,Low Risk,15554,99,0.128,1
High Value Spenders,0.070811495,Medium Risk,16132,118,0.105,1
High Value Spenders,0.04887839,Low Risk,13120,91,0.051,1
High Value Spenders,0.050664652,Low Risk,13392,92,0.656,2
High Value Spenders,0.06566598,Low Risk,13674,101,0.467,2
High Value Spenders,0.058858596,Low Risk,9140,64,0.061,3
High Value Spenders,0.018245537,Low Risk,16500,102,0.0,2
High Value Spenders,0.044361144,Low Risk,13113,128,0.223,2
High Value Spenders,0.028932013,Low Risk,13420,122,0.302,3
High Value Spenders,0.029956853,Low Risk,15005,118,0.459,2
High Value Spenders,0.05371732,Low Risk,13355,92,0.077,2
High Value Spenders,0.057751566,Low Risk,13781,102,0.06,3
Low Engagement Users,0.03055489,Low Risk,6361,74,0.0,2
High Value Spenders,0.05735516,Low Risk,15443,102,0.18,3
High Value Spenders,0.05752649,Low Risk,14222,122,0.64,3
High Value Spenders,0.08561699,Medium Risk,14666,101,0.151,3
High Value Spenders,0.01944869,Low Risk,9404,62,0.0,3
High Value Spenders,0.04794353,Low Risk,13722,124,0.039,3
High Value Spenders,0.02977269,Low Risk,9242,63,0.0,3
High Value Spenders,0.118264385,Medium Risk,14585,97,0.099,3
Low Engagement Users,0.012419556,Low Risk,6205,65,0.0,2
High Value Spenders,0.015215521,Low Risk,7832,73,0.0,3
High Value Spenders,0.014972248,Low Risk,12920,132,0.0,3
High Value Spenders,0.039254256,Low Risk,15552,107,0.027,3
High Value Spenders,0.007171784,Low Risk,16730,122,0.0,2
High Value Spenders,0.09771181,Medium Risk,9138,76,0.182,3
High Value Spenders,0.0072528757,Low Risk,7597,71,0.0,1
High Value Spenders,0.03182439,Low Risk,16089,119,0.366,2
High Value Spenders,0.034024492,Low Risk,15048,110,0.173,3
High Value Spenders,0.047391653,Low Risk,13804,123,0.218,3
High Value Spenders,0.043748874,Low Risk,14256,118,0.081,2
High Value Spenders,0.046842948,Low Risk,15305,111,0.141,3
High Value Spenders,0.019102849,Low Risk,9202,80,0.0,2
High Value Spenders,0.059755705,Low Risk,13609,108,0.133,2
High Value Spenders,0.01916758,Low Risk,8078,62,0.0,3
High Value Spenders,0.061522663,Low Risk,15352,117,0.109,3
High Value Spenders,0.028679177,Low Risk,17390,130,0.16,3
High Value Spenders,0.057281073,Low Risk,15290,123,0.06,2
High Value Spenders,0.0076945256,Low Risk,17258,121,0.0,3
High Value Spenders,0.053536426,Low Risk,14018,128,0.15,3
High Value Spenders,0.06165299,Low Risk,16258,115,0.093,2
High Value Spenders,0.05333123,Low Risk,14401,100,0.137,2
High Value Spenders,0.05994983,Low Risk,16369,125,0.056,2
High Value Spenders,0.046804756,Low Risk,15199,96,0.665,3
High Value Spenders,0.02672152,Low Risk,15152,100,0.217,3
High Value Spenders,0.046399627,Low Risk,15214,129,0.068,2
High Value Spenders,0.06679739,Low Risk,14432,106,0.38,2
High Value Spenders,0.04946707,Low Risk,15573,99,0.094,2
High Value Spenders,0.33885473,High Risk,7661,79,0.0,3
High Value Spenders,0.017622624,Low Risk,14807,115,0.0,3
High Value Spenders,0.060699698,Low Risk,15162,99,0.027,3
High Value Spenders,0.08252142,Medium Risk,15140,105,0.063,3
High Value Spenders,0.077158794,Medium Risk,6793,60,0.272,3
High Value Spenders,0.06625265,Low Risk,14732,115,0.065,3
High Value Spenders,0.0635484,Low Risk,8123,71,0.364,3
High Value Spenders,0.059328254,Low Risk,14037,120,0.639,2
High Value Spenders,0.006187147,Low Risk,14364,108,0.0,2
High Value Spenders,0.07219926,Medium Risk,13174,86,0.057,2
High Value Spenders,0.1603763,Medium Risk,8964,76,0.008,3
High Value Spenders,0.051108643,Low Risk,15130,102,0.071,2
High Value Spenders,0.055652197,Low Risk,14524,106,0.201,3
High Value Spenders,0.071575865,Medium Risk,8534,86,0.143,3
High Value Spenders,0.021579744,Low Risk,9220,81,0.0,4
High Value Spenders,0.015101382,Low Risk,13992,103,0.0,3
High Value Spenders,0.117360756,Medium Risk,15060,90,0.135,2
High Value Spenders,0.386964,High Risk,8970,78,0.0,4
High Value Spenders,0.013498828,Low Risk,14475,111,0.0,3
High Value Spenders,0.03622893,Low Risk,14287,114,0.066,3
High Value Spenders,0.04754417,Low Risk,15312,122,0.37,2
High Value Spenders,0.05735516,Low Risk,13989,105,0.566,2
High Value Spenders,0.045995273,Low Risk,14192,115,0.36,2
High Value Spenders,0.030751068,Low Risk,14378,98,0.131,3
High Value Spenders,0.03863006,Low Risk,14576,95,0.037,3
High Value Spenders,0.018051801,Low Risk,7712,73,0.0,2
High Value Spenders,0.059633918,Low Risk,13583,110,0.656,2
High Value Spenders,0.040248506,Low Risk,14212,100,0.045,3
Low Engagement Users,0.0070503326,Low Risk,6439,63,0.0,2
High Value Spenders,0.12728271,Medium Risk,15751,107,0.303,2
High Value Spenders,0.021196824,Low Risk,14792,120,0.0,2
High Value Spenders,0.058858596,Low Risk,14826,99,0.1,3
High Value Spenders,0.3290673,High Risk,8585,62,0.0,3
High Value Spenders,0.017799178,Low Risk,7993,71,0.0,1
High Value Spenders,0.050892323,Low Risk,15108,118,0.391,3
High Value Spenders,0.035544414,Low Risk,13967,101,0.045,3
High Value Spenders,0.060699698,Low Risk,13977,127,0.083,3
High Value Spenders,0.050638177,Low Risk,13956,122,0.077,2
High Value Spenders,0.019088076,Low Risk,8376,64,0.0,3
High Value Spenders,0.04347093,Low Risk,8241,82,0.0,3
High Value Spenders,0.0067546917,Low Risk,9865,65,0.0,2
High Value Spenders,0.011936919,Low Risk,13575,108,0.0,3
High Value Spenders,0.04641959,Low Risk,13300,104,0.569,3
High Value Spenders,0.06117775,Low Risk,8527,84,0.319,2
High Value Spenders,0.0850203,Medium Risk,15347,109,0.029,2
High Value Spenders,0.024137532,Low Risk,6564,56,0.173,3
High Value Spenders,0.009108622,Low Risk,14863,109,0.0,3
High Value Spenders,0.036811586,Low Risk,15530,110,0.214,2
High Value Spenders,0.06782102,Medium Risk,12841,100,0.067,3
High Value Spenders,0.04774636,Low Risk,14917,88,0.057,3
High Value Spenders,0.05678754,Low Risk,16027,112,0.613,3
High Value Spenders,0.03578638,Low Risk,15212,124,0.173,3
High Value Spenders,0.045995273,Low Risk,14111,98,0.37,2
High Value Spenders,0.03975928,Low Risk,9338,59,0.0,2
High Value Spenders,0.04284817,Low Risk,14375,112,0.032,3
High Value Spenders,0.04822447,Low Risk,16377,124,0.286,2
High Value Spenders,0.064261906,Low Risk,14781,130,0.105,3
High Value Spenders,0.057853326,Low Risk,17350,115,0.065,3
High Value Spenders,0.05400034,Low Risk,14205,102,0.694,2
High Value Spenders,0.037654676,Low Risk,7721,75,0.023,2
High Value Spenders,0.069247894,Medium Risk,13204,97,0.077,3
High Value Spenders,0.049792666,Low Risk,14805,115,0.2,3
High Value Spenders,0.05576432,Low Risk,7991,90,0.0,3
High Value Spenders,0.05903349,Low Risk,14187,103,0.553,2
High Value Spenders,0.054051623,Low Risk,13377,114,0.175,3
High Value Spenders,0.06058283,Low Risk,14637,109,0.194,2
High Value Spenders,0.04656913,Low Risk,14540,104,0.411,2
High Value Spenders,0.060178585,Low Risk,14881,109,0.555,3
High Value Spenders,0.046414945,Low Risk,14719,116,0.156,3
High Value Spenders,0.050691284,Low Risk,7155,66,0.073,3
High Value Spenders,0.13988256,Medium Risk,9102,75,0.068,2
High Value Spenders,0.0066838353,Low Risk,14357,110,0.0,2
High Value Spenders,0.009815905,Low Risk,14127,116,0.0,1
High Value Spenders,0.029674029,Low Risk,14567,131,0.247,1
High Value Spenders,0.05735516,Low Risk,16359,111,0.238,2
High Value Spenders,0.075218685,Medium Risk,14812,101,0.059,2
High Value Spenders,0.028556705,Low Risk,16464,103,0.026,1
High Value Spenders,0.022973882,Low Risk,14512,115,0.114,1
Low Engagement Users,0.16525699,Medium Risk,8600,94,0.0,5
High Value Spenders,0.04861541,Low Risk,14463,94,0.139,1
High Value Spenders,0.06284823,Low Risk,15180,121,0.1,1
High Value Spenders,0.063732944,Low Risk,15157,97,0.709,2
High Value Spenders,0.13340752,Medium Risk,14257,110,0.394,2
High Value Spenders,0.09429974,Medium Risk,15058,109,0.086,2
High Value Spenders,0.035907783,Low Risk,7784,63,0.009,4
High Value Spenders,0.06421173,Low Risk,9495,61,0.481,2
High Value Spenders,0.0074291676,Low Risk,14160,124,0.0,2
High Value Spenders,0.04834341,Low Risk,13671,103,0.775,1
High Value Spenders,0.0786534,Medium Risk,13819,114,0.083,2
High Value Spenders,0.042496894,Low Risk,14321,113,0.148,1
High Value Spenders,0.03433624,Low Risk,15925,100,0.316,1
High Value Spenders,0.04436348,Low Risk,16908,122,0.109,2
Credit Revolvers,0.07211002,Medium Risk,8314,67,0.522,6
High Value Spenders,0.07255051,Medium Risk,14374,113,0.122,1
High Value Spenders,0.016067216,Low Risk,14378,103,0.0,1
High Value Spenders,0.014939597,Low Risk,15110,113,0.0,2
High Value Spenders,0.049627986,Low Risk,13434,102,0.023,1
Low Engagement Users,0.060151506,Low Risk,7869,76,0.053,4
High Value Spenders,0.02798107,Low Risk,14738,94,0.375,2
High Value Spenders,0.13730013,Medium Risk,8124,73,0.298,4
High Value Spenders,0.06977329,Medium Risk,15860,105,0.222,2
High Value Spenders,0.044238027,Low Risk,9524,80,0.0,2
High Value Spenders,0.011631902,Low Risk,15495,112,0.0,2
High Value Spenders,0.022141786,Low Risk,8549,73,0.0,2
High Value Spenders,0.06398672,Low Risk,8260,54,0.291,2
High Value Spenders,0.05428706,Low Risk,14471,93,0.176,2
High Value Spenders,0.066659465,Low Risk,15763,97,0.254,2
High Value Spenders,0.06696581,Low Risk,14802,106,0.633,2
High Value Spenders,0.014189324,Low Risk,14220,95,0.0,2
High Value Spenders,0.05705273,Low Risk,14544,104,0.059,2
High Value Spenders,0.05207312,Low Risk,12042,117,0.027,2
High Value Spenders,0.032885246,Low Risk,14565,108,0.031,2
High Value Spenders,0.034421038,Low Risk,9071,74,0.0,2
High Value Spenders,0.039198663,Low Risk,8302,78,0.0,2
High Value Spenders,0.021749115,Low Risk,8109,74,0.0,2
High Value Spenders,0.05563401,Low Risk,16695,116,0.435,2
High Value Spenders,0.059365746,Low Risk,14178,123,0.46,1
High Value Spenders,0.07314079,Medium Risk,15670,116,0.47,1
High Value Spenders,0.060247745,Low Risk,16339,120,0.341,2
High Value Spenders,0.05986508,Low Risk,15226,113,0.053,1
High Value Spenders,0.018177658,Low Risk,13264,120,0.0,2
High Value Spenders,0.02048954,Low Risk,5806,40,0.022,4
High Value Spenders,0.061155066,Low Risk,8132,64,0.074,1
High Value Spenders,0.06376139,Low Risk,15017,120,0.299,2
High Value Spenders,0.06147074,Low Risk,14973,112,0.259,2
High Value Spenders,0.0538019,Low Risk,14750,96,0.705,1
High Value Spenders,0.045995273,Low Risk,15505,113,0.391,2
High Value Spenders,0.059049994,Low Risk,8444,68,0.022,2
High Value Spenders,0.028324882,Low Risk,16563,94,0.226,1
High Value Spenders,0.09692309,Medium Risk,8696,72,0.14,1
High Value Spenders,0.048985217,Low Risk,15740,120,0.069,1
High Value Spenders,0.042520415,Low Risk,15471,115,0.133,2
High Value Spenders,0.04666581,Low Risk,8586,58,0.0,4
Low Engagement Users,0.15379302,Medium Risk,7528,70,0.0,6
High Value Spenders,0.060270116,Low Risk,13810,124,0.208,1
High Value Spenders,0.03182439,Low Risk,14949,114,0.174,2
High Value Spenders,0.13231418,Medium Risk,15053,111,0.119,2
High Value Spenders,0.046399627,Low Risk,13647,93,0.08,2
Low Engagement Users,0.00695612,Low Risk,5977,58,0.0,4
High Value Spenders,0.081908524,Medium Risk,12575,99,0.62,2
High Value Spenders,0.4947161,High Risk,9314,89,0.073,5
Low Engagement Users,0.29815158,High Risk,8173,91,0.0,6
High Value Spenders,0.05725851,Low Risk,9819,74,0.303,1
High Value Spenders,0.038647853,Low Risk,14330,116,0.443,2
High Value Spenders,0.063123114,Low Risk,15886,118,0.591,1
High Value Spenders,0.045715928,Low Risk,7995,56,0.205,1
High Value Spenders,0.060178585,Low Risk,14781,108,0.377,3
High Value Spenders,0.065256745,Low Risk,14521,109,0.064,4
High Value Spenders,0.050251503,Low Risk,15594,114,0.195,3
High Value Spenders,0.04109691,Low Risk,14762,108,0.101,4
High Value Spenders,0.046950683,Low Risk,8104,64,0.293,1
High Value Spenders,0.016045136,Low Risk,13117,108,0.116,5
High Value Spenders,0.027370082,Low Risk,14649,110,0.467,6
High Value Spenders,0.016284188,Low Risk,5112,49,0.012,1
High Value Spenders,0.16813701,Medium Risk,7957,60,0.0,1
High Value Spenders,0.046587896,Low Risk,13604,116,0.328,6
High Value Spenders,0.055300236,Low Risk,7844,64,0.057,1
High Value Spenders,0.018763024,Low Risk,15475,94,0.0,5
High Value Spenders,0.028935919,Low Risk,15473,128,0.145,4
High Value Spenders,0.03974036,Low Risk,13937,120,0.355,3
High Value Spenders,0.055876635,Low Risk,14202,114,0.027,6
High Value Spenders,0.011873596,Low Risk,14893,98,0.0,2
High Value Spenders,0.064926945,Low Risk,8667,70,0.358,1
High Value Spenders,0.062647834,Low Risk,15862,127,0.06,4
High Value Spenders,0.061221663,Low Risk,16824,123,0.203,5
High Value Spenders,0.028765371,Low Risk,8056,89,0.0,2
High Value Spenders,0.059633918,Low Risk,15149,111,0.469,4
High Value Spenders,0.1464272,Medium Risk,10211,68,0.11,6
High Value Spenders,0.035222244,Low Risk,9442,69,0.0,2
High Value Spenders,0.04838593,Low Risk,15063,108,0.053,5
High Value Spenders,0.06147074,Low Risk,15580,120,0.534,6
High Value Spenders,0.1217686,Medium Risk,14970,120,0.38,4
High Value Spenders,0.06042107,Low Risk,13563,97,0.229,3
High Value Spenders,0.045399062,Low Risk,13966,115,0.051,4
High Value Spenders,0.04042693,Low Risk,14287,106,0.059,5
High Value Spenders,0.048482805,Low Risk,16207,114,0.118,4
High Value Spenders,0.007169316,Low Risk,15050,108,0.0,2
High Value Spenders,0.0341229,Low Risk,15691,126,0.089,1
High Value Spenders,0.02055659,Low Risk,8798,67,0.0,6
High Value Spenders,0.022998098,Low Risk,14515,122,0.209,4
High Value Spenders,0.04701462,Low Risk,15372,97,0.146,5
High Value Spenders,0.068399765,Medium Risk,14112,123,0.22,3
High Value Spenders,0.01856983,Low Risk,8883,83,0.0,2
High Value Spenders,0.064909354,Low Risk,14049,120,0.039,2
High Value Spenders,0.056831103,Low Risk,16237,128,0.135,3
High Value Spenders,0.06315294,Low Risk,16736,99,0.072,4
High Value Spenders,0.0837471,Medium Risk,16692,131,0.065,4
High Value Spenders,0.03376835,Low Risk,14769,119,0.09,3
High Value Spenders,0.040041152,Low Risk,15240,102,0.261,5
High Value Spenders,0.015456028,Low Risk,15124,108,0.0,6
High Value Spenders,0.056831103,Low Risk,14145,119,0.043,3
High Value Spenders,0.04403334,Low Risk,7341,71,0.016,1
High Value Spenders,0.03012596,Low Risk,14738,116,0.055,4
Low Engagement Users,0.1495373,Medium Risk,7463,70,0.0,6
High Value Spenders,0.02691261,Low Risk,14885,101,0.099,4
High Value Spenders,0.037968975,Low Risk,9658,78,0.047,6
High Value Spenders,0.01916758,Low Risk,15560,100,0.0,4
High Value Spenders,0.041706353,Low Risk,15584,105,0.067,3
High Value Spenders,0.0054351543,Low Risk,15802,118,0.0,4
High Value Spenders,0.01812988,Low Risk,6826,61,0.0,1
High Value Spenders,0.078427844,Medium Risk,16230,111,0.044,3
High Value Spenders,0.04059026,Low Risk,8765,84,0.0,1
High Value Spenders,0.47808033,High Risk,15041,102,0.079,4
High Value Spenders,0.19845264,High Risk,16712,123,0.055,3
High Value Spenders,0.01916758,Low Risk,8417,72,0.0,5
High Value Spenders,0.13955979,Medium Risk,8697,62,0.0,6
High Value Spenders,0.01437597,Low Risk,15611,127,0.0,3
High Value Spenders,0.24967694,High Risk,15572,113,0.102,4
High Value Spenders,0.04944312,Low Risk,14791,124,0.297,4
High Value Spenders,0.25131485,High Risk,14786,101,0.267,3
High Value Spenders,0.27468354,High Risk,14709,125,0.1,5
High Value Spenders,0.049401753,Low Risk,15026,99,0.19,4
High Value Spenders,0.2496539,High Risk,13988,124,0.184,3
High Value Spenders,0.14696348,Medium Risk,8177,76,0.0,2
High Value Spenders,0.04500302,Low Risk,7464,66,0.183,6
High Value Spenders,0.026344586,Low Risk,13999,119,0.486,2
High Value Spenders,0.06716978,Low Risk,14728,100,0.105,3
High Value Spenders,0.042507626,Low Risk,15559,91,0.105,4
High Value Spenders,0.05047261,Low Risk,14954,95,0.048,5
High Value Spenders,0.027971657,Low Risk,17038,122,0.456,4
High Value Spenders,0.2496539,High Risk,15903,100,0.171,3
High Value Spenders,0.014237655,Low Risk,16856,122,0.0,2
High Value Spenders,0.01916758,Low Risk,9980,68,0.0,6
High Value Spenders,0.015274643,Low Risk,14829,90,0.0,1
High Value Spenders,0.061420217,Low Risk,14751,107,0.407,3
High Value Spenders,0.19203913,High Risk,14314,99,0.092,2
High Value Spenders,0.060178585,Low Risk,14220,108,0.607,4
High Value Spenders,0.04539114,Low Risk,15683,94,0.1,1
High Value Spenders,0.3007501,High Risk,9045,67,0.369,6
High Value Spenders,0.016373785,Low Risk,16019,105,0.0,4
High Value Spenders,0.03012596,Low Risk,14335,116,0.057,3
High Value Spenders,0.24965091,High Risk,14470,103,0.47,5
High Value Spenders,0.2948417,High Risk,15678,103,0.259,4
High Value Spenders,0.03494701,Low Risk,8219,84,0.0,2
High Value Spenders,0.27468354,High Risk,8301,70,0.027,2
High Value Spenders,0.029457526,Low Risk,13891,106,0.073,4
High Value Spenders,0.049032465,Low Risk,15442,125,0.073,3
High Value Spenders,0.07749601,Medium Risk,15200,126,0.045,2
High Value Spenders,0.020284899,Low Risk,13784,88,0.0,6
